pl_id,pl_name,st_mass,pl_orbper,st_teff,st_dist,pl_bmassj,pl_eqt,st_dist_km,years_by_car,years_by_plane,years_by_rocket,pl_mass_e
425,K2-264 c,0.5,19.660301999999998,3660.0,187.0,,58.0,5774205028521600.0,4535190880.082941,907038176.0165881,22495986.50834792,
369,MASCARA-1 b,1.72,2.14878,7554.0,188.7,3.7,2297.0,5826697801508160.0,4576419888.083694,915283977.6167389,22700495.47660563,1175.8600000000001
59,Kepler-22 b,0.97,289.8623,5518.0,190.0,0.113,-11.0,5866839333792000.0,4607947953.025448,921589590.6050895,22856884.687626228,35.9114
335,K2-100 b,1.23,1.6738330000000001,6168.0,190.04,,1475.0,5868074457862272.0,4608918047.331347,921783609.4662696,22861696.66334994,
458,K2-255 b,0.71,1.96417,4676.0,192.4,,761.0,5940946778008320.0,4666153611.379454,933230722.2758907,23145603.23104888,
311,K2-38 b,2.24,4.01593,5757.0,193.71,0.06,192.89999999999998,5981397091309728.0,4697924199.897681,939584839.9795362,23303195.436000403,19.068
312,K2-38 c,2.24,10.56103,5757.0,193.71,0.03115,585.0,5981397091309728.0,4697924199.897681,939584839.9795362,23303195.436000403,9.89947
587,HD 2685 b,1.43,4.12688,6801.0,197.98,1.17,1788.0,6113246585811264.0,4801481767.052517,960296353.4105033,23816873.844506532,371.82599999999996
659,K2-158 b,0.92,10.06049,5503.0,198.2,,521.0,6120039768197758.0,4806817285.734965,961363457.146993,23843339.71098693,
441,K2-158 c,0.92,5.90279,5503.0,198.2,,675.0,6120039768197758.0,4806817285.734965,961363457.146993,23843339.71098693,
215,KELT-8 b,0.81,3.2440599999999997,5754.0,198.7,0.66,1402.0,6135478819076160.0,4818943464.558719,963788692.9117436,23903489.407533325,209.74800000000002
632,K2-105 b,0.99,8.267704,5464.0,199.28,,541.0,6153388118095102.0,4833009831.994268,966601966.3988535,23973263.055527125,
409,K2-223 c,1.06,4.563269999999998,5835.0,201.1,,818.0,6209586263292478.0,4877149122.912723,975429824.5825443,24192207.950955965,
408,K2-223 b,1.06,0.50565,5835.0,201.1,,1998.0,6209586263292478.0,4877149122.912723,975429824.5825443,24192207.950955965,
686,K2-111 b,0.88,5.35117,5730.0,201.51,0.02706,1036.0,6222246285012767.0,4887092589.548199,977418517.9096397,24241530.702124003,8.599668000000001
257,WASP-101 b,1.41,3.58572,6380.0,202.39,0.51,1287.0,6249419014558752.0,4908434664.278002,981686932.8556004,24347394.168045644,162.078
714,WASP-53 b,0.84,3.3098443,4953.0,202.51,2.1319999999999997,780.0,6253124386769567.0,4911344947.195702,982268989.4391403,24361830.095216773,677.5495999999999
176,K2-5 b,0.61,5.73594,3930.0,204.12,,292.0,6302838130598016.0,4950391243.008181,990078248.6016362,24555512.11809614,
177,K2-5 c,0.61,10.93241,3930.0,204.12,,183.0,6302838130598016.0,4950391243.008181,990078248.6016362,24555512.11809614,
709,K2-180 b,0.72,8.867208999999997,5358.0,204.51,,458.0,6314880590283167.0,4959849662.490706,991969932.4981412,24602428.881402314,
367,KELT-9 b,2.52,1.4811235,10170.0,205.65,2.88,3777.0,6350081626285920.0,4987497350.208859,997499470.0417719,24739570.189528074,915.264
722,HATS-22 b,0.76,4.7228124000000005,4803.0,207.9,2.74,585.0,6419557355238720.0,5042065154.91574,1008413030.983148,25010243.823986806,870.772
628,KELT-17 b,1.64,3.0801716,7454.0,210.0,1.31,1814.0,6484401368927999.0,5092995105.975494,1018599021.1950988,25262872.549481623,416.31800000000004
198,KELT-4 b,1.2,2.9895932000000003,6206.0,210.0,0.902,1550.0,6484401368927999.0,5092995105.975494,1018599021.1950988,25262872.549481623,286.6556
316,WASP-20 b,1.2,4.899628400000001,5940.0,210.0,0.311,1106.0,6484401368927999.0,5092995105.975494,1018599021.1950988,25262872.549481623,98.8358
412,K2-226 b,0.88,3.27108,5424.0,211.2,,847.0,6521455091036160.0,5122097935.152497,1024419587.0304996,25407231.821192946,
577,Qatar-9 b,0.72,1.5407309999999999,4309.0,211.4,1.19,861.0,6527630711387520.0,5126948406.681998,1025389681.3363996,25431291.6998115,378.182
351,WASP-94 b,1.67,3.95019,6170.0,212.46,0.5,1331.0,6560361499249727.0,5152655905.78835,1030531181.1576699,25558809.056489833,158.9
325,WASP-45 b,0.85,3.126089,5150.0,212.48,0.9640000000000001,880.0,6560979061284864.0,5153140952.9413,1030628190.5882602,25561215.044351693,306.35920000000004
281,WASP-123 b,1.17,2.9776412,5740.0,214.0,0.899,1247.0,6607913775955199.0,5190004536.565504,1038000907.3131007,25744070.121852696,285.7022
444,K2-244 b,0.86,21.068839999999998,5677.0,214.0,,365.0,6607913775955199.0,5190004536.565504,1038000907.3131007,25744070.121852696,
727,K2-261 b,1.1,11.63344,5537.0,214.58,0.223,807.0,6625823074974144.0,5204070904.001056,1040814180.8002111,25813843.76984651,70.8694
146,HAT-P-19 b,0.84,4.0087779999999995,4990.0,215.0,0.292,737.0,6638791877711999.0,5214256894.213006,1042851378.8426012,25864369.514945466,92.7976
86,TrES-2 b,1.36,2.47063,5850.0,216.66,1.49,1182.0,6690049526628287.0,5254515807.90786,1050903161.5815719,26064066.507479463,473.522
651,K2-192 b,0.9,4.1628169999999995,5222.0,223.99,,666.0,6916386012505632.0,5432285589.464053,1086457117.8928106,26945861.05884947,
772,NGTS-1 b,0.62,2.647298,3916.0,224.0,0.812,517.0,6916694793523200.0,5432528113.040527,1086505622.6081057,26947064.052780397,258.0536
551,K2-295 b,0.74,4.0248669999999995,4444.0,225.7,0.335,579.0,6969187566509759.0,5473757121.041282,1094751424.2082562,27151573.0210381,106.46300000000001
456,K2-254 b,0.71,4.09639,4629.0,229.4,,518.0,7083436543009921.0,5563490844.337041,1112698168.8674083,27596680.775481354,
457,K2-254 c,0.71,12.11839,4629.0,229.4,,278.0,7083436543009921.0,5563490844.337041,1112698168.8674083,27596680.775481354,
454,K2-252 b,0.79,13.815129999999998,5152.0,229.9,,366.0,7098875593888319.0,5575617023.16079,1115123404.6321583,27656830.47202773,
702,WASP-139 b,0.92,5.9242620000000015,5310.0,230.0,0.11699999999999999,637.0,7101963404063999.0,5578042258.925541,1115608451.7851083,27668860.411337014,37.1826
736,K2-274 b,0.81,14.129714000000002,5065.0,232.82,,316.0,7189039651018175.0,5646433907.491498,1129286781.4982996,28008104.699858624,
203,WASP-126 b,1.12,3.2888300000000004,5800.0,234.0,0.28411,1207.0,7225475811091200.0,5675051689.515552,1135010337.9031103,28150057.983708095,90.29015799999999
536,XO-7 b,1.41,2.8641424,6250.0,234.1,0.7090000000000001,1470.0,7228563621266880.0,5677476925.280301,1135495385.0560603,28162087.92301737,225.32020000000003
472,WASP-173 b,1.05,1.38665318,5800.0,234.54,3.69,1607.0,7242149986039872.0,5688147962.645203,1137629592.5290406,28215019.655978188,1172.682
406,K2-220 b,0.96,13.683256,5660.0,234.92,,485.0,7253883664707454.0,5697363858.551252,1139472771.7102504,28260733.425353434,
160,HAT-P-16 b,1.22,2.77596,6158.0,235.0,4.1930000000000005,1353.0,7256353912848000.0,5699304047.1630535,1139860809.4326108,28270357.376800865,1332.5354000000002
291,XO-6 b,1.47,3.7650007000000003,6720.0,237.06,4.4,1304.0,7319962802467007.0,5749263903.916907,1149852780.7833815,28518174.126571964,1398.3200000000002
650,K2-189 b,0.94,2.588309,5519.0,243.93,,924.0,7532095361536225.0,5915877600.955251,1183175520.19105,29344630.9571193,
649,K2-189 c,0.94,6.679195,5519.0,243.93,,599.0,7532095361536225.0,5915877600.955251,1183175520.19105,29344630.9571193,
344,WASP-70 b,1.11,3.7130203,5763.0,245.0,0.59,1114.0,7565134930415999.0,5941827623.638076,1188365524.7276154,29473351.30772856,187.502
216,K2-22 b,0.6,0.38107800000000003,3830.0,245.53,1.4,1827.0,7581500324347103.0,5954681373.191253,1190936274.6382506,29537109.986067723,444.92
487,EPIC 205950854 c,0.88,8.050722,5502.7,245.56,,688.0,7582426667399809.0,5955408943.92068,1191081788.7841358,29540718.967860516,
663,K2-168 b,0.88,15.8523,5502.7,245.56,,493.0,7582426667399809.0,5955408943.92068,1191081788.7841358,29540718.967860516,
204,WASP-129 b,1.0,5.748145,5900.0,246.0,1.0,827.0,7596013032172800.0,5966079981.28558,1193215996.2571158,29593650.70082133,317.8
664,EPIC 220674823 b,0.97,0.571331,5617.0,246.1,,1846.0,7599100842348481.0,5968505217.050331,1193701043.4100661,29605680.64013061,
682,EPIC 220674823 c,0.97,13.339079000000002,5617.0,246.1,,468.0,7599100842348481.0,5968505217.050331,1193701043.4100661,29605680.64013061,
17,HAT-P-38 b,0.89,4.640382,5330.0,249.0,0.267,809.0,7688647337443200.0,6038837054.228086,1207767410.8456173,29954548.88009964,84.85260000000001
654,K2-197 b,1.0,8.357880999999999,5667.0,249.59,,575.0,7706865417479711.0,6053145945.240112,1210629189.0480225,30025525.522024367,
630,WASP-93 b,1.33,2.7325321,6700.0,250.0,1.47,1669.0,7719525439200001.0,6063089411.87559,1212617882.375118,30074848.27319241,467.166
700,WASP-131 b,1.06,5.3220230000000015,6030.0,250.0,0.27,1187.0,7719525439200001.0,6063089411.87559,1212617882.375118,30074848.27319241,85.80600000000001
210,K2-27 b,0.87,6.7713149999999995,5248.0,251.43,0.09722,629.0,7763681124712224.0,6097770283.311517,1219554056.6623034,30246876.405315068,30.896516000000002
385,Kepler-1652 b,0.4,38.09722,3638.0,252.0,,-5.0,7781281642713599.0,6111594127.170592,1222318825.4341185,30315447.059377946,
712,WASP-105 b,0.89,7.87288,5070.0,252.52,1.8,627.0,7797338255627135.0,6124205353.147294,1224841070.629459,30378002.743786182,572.0400000000001
744,HATS-33 b,1.06,2.5495551,5659.0,255.0,1.192,1156.0,7873915947984000.0,6184351200.113101,1236870240.0226202,30676345.238656256,378.81759999999997
492,WASP-180 b,1.3,3.409264,6600.0,255.8,0.9,1267.0,7898618429389442.0,6203753086.231105,1240750617.2462208,30772584.75313048,286.02000000000004
436,HATS-7 b,0.85,3.185315,4985.0,257.0,0.12,811.0,7935672151497599.0,6232855915.408104,1246571183.081621,30916944.024841793,38.136
30,HATS-5 b,0.94,4.763387000000002,5304.0,257.0,0.237,752.0,7935672151497599.0,6232855915.408104,1246571183.081621,30916944.024841793,75.3186
346,WASP-75 b,1.14,2.484193,6100.0,260.0,1.07,1437.0,8028306456768000.0,6305612988.350613,1261122597.6701226,31277842.204120103,340.04600000000005
448,K2-247 c,0.74,6.4942400000000005,4667.0,260.2,,415.0,8034482077119358.0,6310463459.880112,1262092691.9760225,31301902.08273865,
447,K2-247 b,0.74,2.25021,4667.0,260.2,,706.0,8034482077119358.0,6310463459.880112,1262092691.9760225,31301902.08273865,
130,Kepler-114 b,,5.188549,4605.0,261.49,,449.0,8074314828385630.0,6341749001.245389,1268349800.2490778,31457088.299828324,
131,Kepler-114 c,,8.041,4605.0,261.49,0.009000000000000001,350.0,8074314828385630.0,6341749001.245389,1268349800.2490778,31457088.299828324,2.8602000000000003
132,Kepler-114 d,,11.776,4605.0,261.49,0.012,276.0,8074314828385630.0,6341749001.245389,1268349800.2490778,31457088.299828324,3.8136
85,KELT-1 b,1.32,1.217514,6518.0,262.0,27.23,2150.0,8090062660281599.0,6354117703.645617,1270823540.7291234,31518440.99030564,8653.694000000001
474,WASP-163 b,0.97,1.6096883999999998,5500.0,263.29,1.87,1365.0,8129895411547871.0,6385403245.010894,1277080649.002179,31673627.207395315,594.2860000000001
430,KPS-1 b,0.89,1.706291,5165.0,264.69,1.09,1186.0,8173124754007389.0,6419356545.717397,1283871309.143479,31842046.35772518,346.40200000000004
504,TOI-813 b,1.32,83.8911,5907.0,265.15,,337.0,8187328680815519.0,6430512630.235249,1286102526.0470498,31897384.07854786,
540,HATS-48 b,0.73,3.1316666,4546.0,265.4,0.243,682.0,8195048206254719.0,6436575719.647124,1287315143.9294248,31927458.926821057,77.22540000000001
225,KELT-14 b,1.24,1.7100566000000001,5720.0,266.0,1.284,1697.0,8213575067308799.0,6451127134.235625,1290225426.847125,31999638.56267672,408.0552
327,WASP-47 b,1.04,4.1591289,5552.0,266.69,1.1424299999999998,1002.0,8234880957520991.0,6467861261.012403,1293572252.2024806,32082645.14391073,363.06425399999995
217,WASP-47 c,1.04,588.5,5552.0,266.69,1.2528700000000002,-26.0,8234880957520991.0,6467861261.012403,1293572252.2024806,32082645.14391073,398.16208600000004
443,K2-243 c,1.29,24.94598,6570.0,269.2,,528.0,8312384992930560.0,6528734678.707634,1305746935.7415268,32384596.620573588,
442,K2-243 b,1.29,11.54182,6570.0,269.2,,762.0,8312384992930560.0,6528734678.707634,1305746935.7415268,32384596.620573588,
302,WASP-121 b,1.35,1.2749255,6459.0,270.0,1.183,2085.0,8337087474336000.0,6548136564.825636,1309627312.9651272,32480836.1350478,375.9574
315,WASP-19 b,0.9,0.78883899,5568.0,270.41,1.069,2247.0,8349747496056289.0,6558080031.461113,1311616006.2922225,32530158.88621584,339.7282
489,K2-289 b,0.95,13.156969,5529.0,270.7,,480.0,8358702145565760.0,6565113215.178887,1313022643.0357776,32565045.71021274,
266,XO-4 b,1.1,4.1250800000000005,6397.0,274.79,1.42,1368.0,8484993581751073.0,6664305357.957173,1332861071.5914347,33057070.227962174,451.276
526,K2-290 c,1.19,48.36685,6302.0,274.99,0.774,403.0,8491169202102433.0,6669155829.486673,1333831165.8973346,33081130.106580723,245.9772
525,K2-290 b,1.19,9.21165,6302.0,274.99,0.0343,957.0,8491169202102433.0,6669155829.486673,1333831165.8973346,33081130.106580723,10.90054
574,WASP-185 b,1.12,9.38755,5900.0,275.0,0.98,887.0,8491477983119999.0,6669398353.063147,1333879670.6126294,33082333.100511644,311.444
576,Qatar-8 b,1.03,3.71495,5738.0,276.7,0.371,1184.0,8543970756106558.0,6710627361.0639,1342125472.21278,33286842.06876935,117.9038
410,K2-224 b,0.91,4.47904,5620.0,277.7,,729.0,8574848857863359.0,6734879718.711404,1346975943.7422807,33407141.46186212,
449,K2-224 c,0.91,10.09489,5620.0,277.7,,491.0,8574848857863359.0,6734879718.711404,1346975943.7422807,33407141.46186212,
348,WASP-82 b,1.48,2.7057900000000004,6480.0,277.84,1.17,1917.0,8579171792109311.0,6738275048.782054,1347655009.7564106,33423983.37689511,371.82599999999996
267,XO-5 b,1.04,4.1877558,5430.0,278.37,1.19,957.0,8595537186040416.0,6751128798.335231,1350225759.667046,33487742.055234283,378.182
615,HATS-57 b,1.03,2.350621,5587.0,280.0,3.147,1140.0,8645868491903999.0,6790660141.300658,1358132028.2601318,33683830.065975495,1000.1166
226,HAT-P-57 b,2.77,2.4653,6330.0,282.08,1.41,1927.0,8710094943558142.0,6841105045.207463,1368221009.0414925,33934052.80360845,448.098
508,NGTS-4 b,0.75,1.3373508,5143.0,282.6,0.06481,1377.0,8726151556471679.0,6853716271.184166,1370743254.2368329,33996608.488016695,20.596618000000003
276,OGLE-TR-056 b,,1.2119189,6050.0,282.84,1.39,1939.0,8733562300893311.0,6859536837.019566,1371907367.403913,34025480.342358954,441.74199999999996
731,K2-270 b,0.85,1.543069,4877.0,283.53,,930.0,8754868191105502.0,6876270963.796341,1375254192.7592683,34108486.92359296,
732,K2-270 c,0.85,4.400028,4877.0,283.53,,575.0,8754868191105502.0,6876270963.796341,1375254192.7592683,34108486.92359296,
403,WASP-160 B b,0.87,3.7684952000000003,5298.0,284.0,0.278,846.0,8769380898931199.0,6887669571.890668,1377533914.3781338,34165027.63834657,88.34840000000001
355,WASP-98 b,0.81,2.96264036,5473.0,284.05,0.922,898.0,8770924804019040.0,6888882189.773045,1377776437.954609,34171042.60800122,293.01160000000004
55,Kepler-20 b,0.95,3.69611525,5495.0,284.88,0.03052,832.0,8796553628477182.0,6909011646.620469,1381802329.3240938,34270891.1042682,9.699256
56,Kepler-20 c,0.95,10.85409089,5495.0,284.88,0.040119999999999996,499.0,8796553628477182.0,6909011646.620469,1381802329.3240938,34270891.1042682,12.750136
725,Kepler-20 g,0.95,34.94,5495.0,284.88,0.0628,251.0,8796553628477182.0,6909011646.620469,1381802329.3240938,34270891.1042682,19.957839999999997
57,Kepler-20 d,0.95,77.61130017,5495.0,284.88,0.03168,128.0,8796553628477182.0,6909011646.620469,1381802329.3240938,34270891.1042682,10.067904
150,HAT-P-32 b,1.13,2.1500082000000003,6001.0,291.51,0.68,1563.0,9001275443124767.0,7069804777.823411,1413960955.5646822,35068476.080473274,216.104
182,K2-19 b,0.93,7.9194,5430.0,292.14,,581.0,9020728647231550.0,7085083763.141336,1417016752.6282675,35144264.69812171,
183,K2-19 c,0.93,11.90715,5430.0,292.14,,472.0,9020728647231550.0,7085083763.141336,1417016752.6282675,35144264.69812171,
200,K2-19 d,0.93,2.5085599999999997,5430.0,292.14,,979.0,9020728647231550.0,7085083763.141336,1417016752.6282675,35144264.69812171,
360,WASP-89 b,0.92,3.3564227,5130.0,293.38,5.9,847.0,9059017493409982.0,7115156686.624239,1423031337.324848,35293435.945556745,1875.0200000000002
23,HAT-P-46 b,1.28,4.463129,6120.0,296.0,0.493,1185.0,9139918120012800.0,7178697863.660697,1435739572.7321396,35608620.35545981,156.6754
15,HAT-P-36 b,1.03,1.32734683,5620.0,296.93,1.8482,1508.0,9168634754646624.0,7201252556.272874,1440250511.2545748,35720498.791036084,587.35796
337,WASP-55 b,1.11,4.46563,5900.0,299.97,0.61,1017.0,9262504183987298.0,7274979723.521284,1454995944.7042568,36086208.94603812,193.858
359,WASP-83 b,1.11,4.971252,5510.0,300.0,0.3,847.0,9263430527040000.0,7275707294.250707,1455141458.8501413,36089817.92783089,95.34
552,WASP-87 b,1.2,1.682795,6450.0,300.92,2.18,2049.0,9291838380656256.0,7298019463.286409,1459603892.6572819,36200493.36947624,692.8040000000001
539,HATS-47 b,0.67,3.9228038,4512.0,301.7,0.369,580.0,9315923300026558.0,7316936302.251459,1463387260.4502919,36294326.89608859,117.26820000000001
644,KELT-19 b,1.62,4.6117093,7500.0,302.8,4.07,1662.0,9349889211959040.0,7343613895.663714,1468722779.1327426,36426656.22849064,1293.4460000000001
148,HAT-P-25 b,1.01,3.65281514,5519.0,302.95,0.569,909.0,9354520927222560.0,7347251749.310839,1469450349.8621678,36444701.13745456,180.82819999999998
26,HATS-1 b,0.99,3.4464589999999995,5870.0,303.0,1.855,1086.0,9356064832310400.0,7348464367.193214,1469692873.4386427,36450716.1071092,589.519
679,K2-214 b,1.05,8.596802,5854.0,303.28,,733.0,9364710700802302.0,7355255027.334513,1471051005.4669027,36484399.93717517,
22,HAT-P-45 b,1.26,3.1289919999999998,6330.0,305.0,0.892,1379.0,9417821035824000.0,7396969082.488218,1479393816.4976437,36691314.89329474,283.4776
470,WASP-168 b,1.08,4.153658,6000.0,306.63,0.42,1067.0,9468152341687582.0,7436500425.453646,1487300085.0907292,36887402.90403594,133.476
749,WASP-138 b,1.22,3.634433,6272.0,308.0,1.22,1317.0,9510455341094400.0,7469726155.430726,1493945231.0861452,37052213.07257304,387.716
475,WASP-170 b,0.93,2.34478022,5600.0,308.27,1.6,1149.0,9518792428568734.0,7476274291.99555,1495254858.39911,37084693.90870809,508.48
493,NGTS-5 b,0.66,3.3569866000000004,4987.0,309.5,0.22899999999999998,679.0,9556772493729600.0,7506104691.901979,1501220938.380396,37232662.1622122,72.7762
690,K2-237 b,1.23,2.1805577,6099.0,309.5,1.236,1565.0,9556772493729600.0,7506104691.901979,1501220938.380396,37232662.1622122,392.80080000000004
341,WASP-65 b,0.93,2.3114242999999997,5600.0,310.0,1.55,1207.0,9572211544608000.0,7518230870.725731,1503646174.1451461,37292811.85875858,492.59000000000003
213,Kepler-539 b,1.05,125.63243,5820.0,310.01,0.97,115.0,9572520325625568.0,7518473394.302206,1503694678.8604412,37294014.85268952,308.266
279,Kepler-539 c,1.05,1000.0,5820.0,310.01,2.4,-20.0,9572520325625568.0,7518473394.302206,1503694678.8604412,37294014.85268952,762.72
735,K2-273 b,0.9,11.716332000000001,5200.0,310.6,,399.0,9590738405662080.0,7532782285.314232,1506556457.0628464,37364991.49461425,
754,KELT-18 b,1.52,2.8717517999999997,6670.0,311.0,1.18,1812.0,9603089646364798.0,7542483228.373232,1508496645.6746464,37413111.25185135,375.004
488,NGTS-6 b,0.77,0.882059,4730.0,311.03,1.339,1011.0,9604015989417502.0,7543210799.102656,1508642159.8205314,37416720.233644135,425.5342
297,WASP-5 b,0.96,1.6284279,5700.0,311.88,1.58,1433.0,9630262375910784.0,7563825303.103035,1512765060.620607,37518974.717773,502.124
469,WASP-162 b,0.95,9.62468,5300.0,313.6,5.2,637.0,9683372710932480.0,7605539358.256739,1521107871.6513479,37725889.67389256,1652.5600000000002
157,HAT-P-4 b,,3.056536,5860.0,314.0,0.6709999999999999,1413.0,9695723951635198.0,7615240301.315739,1523048060.2631476,37774009.43112966,213.2438
653,K2-195 b,0.94,15.852975,5713.0,317.83,,447.0,9813987081363742.0,7708126831.105673,1541625366.2211344,38234756.10667496,
171,Kepler-130 c,,27.50868,5884.0,319.57,,410.0,9867714978420572.0,7750325933.412325,1550065186.682465,38444077.05065637,
345,WASP-73 b,2.52,4.087219999999999,6030.0,319.57,2.86,1517.0,9867714978420572.0,7750325933.412325,1550065186.682465,38444077.05065637,908.908
178,K2-6 b,0.97,30.941909999999996,5850.0,319.59,,342.0,9868332540455710.0,7750810980.565276,1550162196.1130555,38446483.03851824,
685,HAT-P-67 b,1.64,4.8101025,6406.0,320.0,0.34,1630.0,9880992562176000.0,7760754447.200754,1552150889.4401507,38495805.789686285,108.052
241,Kepler-421 b,0.79,704.1984,5308.0,320.0,,-88.0,9880992562176000.0,7760754447.200754,1552150889.4401507,38495805.789686285,
404,WASP-164 b,0.95,1.7771255000000001,5806.0,322.0,2.13,1337.0,9942748765689598.0,7809259162.495757,1561851832.4991515,38736404.57587181,676.914
273,HAT-P-56 b,1.42,2.79083,6566.0,323.5,2.31,1567.0,9989065918324798.0,7845637698.967011,1569127539.7934022,38916853.66551097,734.118
507,EPIC 249893012 d,1.05,35.747,5430.0,324.22,0.03203,479.0,1.0011298151589696e+16,7863099396.473213,1572619879.2946427,39003469.228537776,10.179134000000001
506,EPIC 249893012 c,1.05,15.624,5430.0,324.22,0.04616,717.0,1.0011298151589696e+16,7863099396.473213,1572619879.2946427,39003469.228537776,14.669648
505,EPIC 249893012 b,1.05,3.5951,5430.0,324.22,0.027530000000000002,1343.0,1.0011298151589696e+16,7863099396.473213,1572619879.2946427,39003469.228537776,8.749034000000002
541,HATS-49 b,0.71,4.1480467,4405.0,324.6,0.353,562.0,1.002303183025728e+16,7872315292.379265,1574463058.475853,39049182.997913025,112.18339999999999
608,NGTS-10 b,0.7,0.7668944000000001,4600.0,324.7,2.162,1059.0,1.0026119640432958e+16,7874740528.144013,1574948105.6288025,39061212.937222295,687.0836
586,WASP-183 b,0.78,4.1117771,5313.0,328.0,0.502,838.0,1.01280173762304e+16,7954773308.380773,1590954661.6761546,39458200.93442844,159.53560000000002
558,HAT-P-70 b,1.89,2.74432452,8450.0,329.0,6.78,2289.0,1.01588954779872e+16,7979025666.0282755,1595805133.2056549,39578500.327521205,2154.684
185,K2-12 b,1.01,8.282119999999999,5800.0,329.36,,730.0,1.0170011594619646e+16,7987756514.781374,1597551302.956275,39621808.1090346,
162,Kepler-167 c,0.77,7.406114,4890.0,330.0,,495.0,1.0189773579743998e+16,8003278023.6757765,1600655604.735155,39698799.72061397,
161,Kepler-167 b,0.77,4.393163200000001,4890.0,330.0,,641.0,1.0189773579743998e+16,8003278023.6757765,1600655604.735155,39698799.72061397,
224,Kepler-167 e,0.77,1071.2322800000004,4890.0,330.0,,-142.0,1.0189773579743998e+16,8003278023.6757765,1600655604.735155,39698799.72061397,
223,Kepler-167 d,0.77,21.803855,4890.0,330.0,,263.0,1.0189773579743998e+16,8003278023.6757765,1600655604.735155,39698799.72061397,
562,WASP-182 b,1.08,3.3769848,5638.0,330.64,0.14800000000000002,1206.0,1.020953556486835e+16,8018799532.570177,1603759906.5140355,39775791.332193345,47.034400000000005
729,K2-268 c,0.84,9.326841,5068.0,331.46,,415.0,1.0234855608308926e+16,8038686465.84113,1607737293.1682258,39874436.834529415,
728,K2-268 b,0.84,2.151894,5068.0,331.46,,848.0,1.0234855608308926e+16,8038686465.84113,1607737293.1682258,39874436.834529415,
376,K2-183 d,0.93,22.631964,5519.0,331.77,,342.0,1.0244427819853536e+16,8046204696.711857,1609240939.3423712,39911729.64638818,
375,K2-183 c,0.93,10.792635,5519.0,331.77,,514.0,1.0244427819853536e+16,8046204696.711857,1609240939.3423712,39911729.64638818,
751,Qatar-4 b,0.9,1.8053563999999998,5215.0,332.17,6.1,1112.0,1.0256779060556256e+16,8055905639.770858,1611181127.9541714,39959849.40362529,1938.58
184,K2-11 b,1.35,39.937670000000004,5433.0,332.46,,461.0,1.0265733710065726e+16,8062938823.488632,1612587764.6977265,39994736.22762218,
201,WASP-119 b,1.02,2.49979,5650.0,333.0,1.23,1327.0,1.0282407885014398e+16,8076035096.618283,1615207019.3236568,40059697.89989228,390.894
127,Kepler-45 b,0.59,2.4552389999999997,3820.0,333.0,0.505,727.0,1.0282407885014398e+16,8076035096.618283,1615207019.3236568,40059697.89989228,160.489
646,K2-187 e,0.98,13.609878,5484.0,333.51,,425.0,1.0298155716910368e+16,8088403799.018512,1617680759.803702,40121050.590369605,
380,K2-187 d,0.98,7.149210000000001,5484.0,333.51,,592.0,1.0298155716910368e+16,8088403799.018512,1617680759.803702,40121050.590369605,
379,K2-187 c,0.98,2.872042,5484.0,333.51,,900.0,1.0298155716910368e+16,8088403799.018512,1617680759.803702,40121050.590369605,
378,K2-187 b,0.98,0.7739199999999999,5484.0,333.51,,1542.0,1.0298155716910368e+16,8088403799.018512,1617680759.803702,40121050.590369605,
611,TOI-150.01,1.35,5.857487,6255.0,336.0,2.51,1132.0,1.03750421902848e+16,8148792169.560792,1629758433.9121585,40420596.07917059,797.678
363,K2-30 b,0.9,4.098503,5425.0,336.26,0.579,819.0,1.038307049674157e+16,8155097782.549144,1631019556.5098288,40451873.92137472,184.0062
511,TOI-172 b,1.13,9.47725,5645.0,336.47,5.42,925.0,1.0389554898110498e+16,8160190777.65512,1632038155.531024,40477136.793924205,1722.476
397,EPIC 246851721 b,1.32,6.180235,6202.0,336.7,3.0,1128.0,1.039665686151456e+16,8165768819.914042,1633153763.9828088,40504805.654335536,953.4000000000001
305,WASP-157 b,1.06,3.951623,5772.0,337.71,,920.0,1.0427843744288926e+16,8190263701.13802,1638052740.227604,40626308.04135922,
189,K2-16 b,0.67,7.6188,,338.19,,385.0,1.0442665233132192e+16,8201904832.808822,1640380966.5617642,40684051.75004376,
190,K2-16 c,0.67,19.07863,,338.19,,212.0,1.0442665233132192e+16,8201904832.808822,1640380966.5617642,40684051.75004376,
140,Kepler-61 b,0.64,59.877559999999995,4017.0,338.24,,0.0,1.044420913822003e+16,8203117450.6911955,1640623490.138239,40690066.71969839,
193,HATS-17 b,1.13,16.254610999999993,5846.0,339.0,1.338,541.0,1.04676764955552e+16,8221549242.503299,1644309848.5006597,40781494.258448906,425.2164
301,HATS-30 b,1.09,3.1743516,5943.0,339.0,0.706,1141.0,1.04676764955552e+16,8221549242.503299,1644309848.5006597,40781494.258448906,224.36679999999998
173,WASP-90 b,1.55,3.916243,6430.0,340.0,0.63,1567.0,1.0498554597312e+16,8245801600.150801,1649160320.0301602,40901793.65154167,200.214
432,HATS-43 b,0.84,4.3888497000000015,5099.0,341.0,0.261,730.0,1.0529432699068798e+16,8270053957.798303,1654010791.5596604,41022093.04463443,82.9458
389,K2-140 b,1.0,6.56918,5705.0,341.6,,684.0,1.054795956012288e+16,8284605372.386805,1656921074.4773612,41094272.68049011,
