pl_name,pl_hostname,pl_letter,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,rapl_name,st_raerr,decpl_name,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility,pl_eqt,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,rapl_name,decpl_name,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
GJ 163 d,GJ 163,d,Radial Velocity,0,3,603.95116,7.558619999999999,-7.558619999999999,0.0,1,1.0304,0.0086,-0.0086,0.0,1,0.373,0.077,-0.077,0.0,1,,,,,0,0.0925,0.00912,-0.00912,0.0,1,Msini,,,,,0,,,,,0,0,0,0,04h09m15.67s,-53d22m25.3s,62.315273,6e-06,-53.373699,5e-06,4,15.14,0.01,-0.01,0.0,4,11.81,0.014,0.0,V (Johnson),10.677,,0.0,3500.0,100.0,-100.0,0.0,3,0.4,0.02,-0.02,0.0,2,,,,,1,0,2017-01-26,La Silla Observatory,,Confirmed,,,,0.0636,0.0239,0.0239,,,,604.0,24.0,29.0,1.021,0.11800000000000001,0.08800000000000001,0.02,0.02,0.22,,,,,2013.0,2019-06-14,126.915,20.5,20.5,,,,,,,,,,,,,,,,,,,,,,2.88,1.02,1.02,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 163,62.3167,-53.3736,11.8,,,,,15.0,0.4,0.4,,,,0.4,,,,,,M3.5,3.0,2.0,7.0,,,,,,
GJ 179 b,GJ 179,b,Radial Velocity,0,1,2288.0,59.0,-59.0,0.0,1,2.41,0.04,-0.04,0.0,1,0.21,0.08,-0.08,0.0,1,,,,,0,0.82,0.07,-0.07,0.0,1,Msini,,,,,0,,,,,0,0,0,0,04h52m05.73s,+06d28m35.5s,73.023865,1e-05,6.476539,6e-06,3,12.36,0.01,-0.01,0.0,4,12.0,0.025,0.0,V (Johnson),10.706,,0.0,3370.0,100.0,-100.0,0.0,3,0.36,0.03,-0.03,0.0,2,0.38,0.02,-0.02,0.0,2,0,2014-05-14,W. M. Keck Observatory,,Confirmed,,,,0.7391,0.1608,0.1778,,,,2288.0,59.0,59.0,2.41,0.245,0.245,0.21,0.08,0.08,,,,0.195935,2010.0,2019-06-20,153.0,24.0,24.0,2455140.0,104.0,104.0,,,,,,,,,,,,,,,,,,,22.7,2.7,3.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 179,73.025,6.4766667,11.96,,,,,12.3,0.6,0.6,0.3,0.1,0.1,0.35700000000000004,0.03,0.03,0.38,0.02,0.02,M3.5,,,,3370.0,100.0,100.0,,,
GJ 317 b,GJ 317,b,Radial Velocity,0,2,692.0,2.0,-2.0,0.0,2,1.15,0.05,-0.05,0.0,2,0.11,0.05,-0.05,0.0,2,45.0,30.0,-10.0,0.0,1,2.5,0.7,-0.4,0.0,3,Mass,,,,,0,,,,,0,0,0,0,08h40m59.22s,-23d27m22.6s,130.24673,1.7e-05,-23.456289,1.7e-05,2,15.1,0.22,-0.22,0.0,3,11.97,0.014,0.0,V (Johnson),10.754,,0.0,3510.0,50.0,-50.0,0.0,2,0.42,0.05,-0.05,0.0,3,,,,,0,0,2014-08-27,W. M. Keck Observatory,,Confirmed,2.3298,0.7158,1.1096,1.6474,0.3253,0.3253,,,,698.2,2.4,2.2,1.11,0.11800000000000001,0.096,0.02,0.02,0.04,45.0,10.0,10.0,0.076159,2007.0,2019-06-14,340.0,10.0,10.0,2451656.7,35.0,35.0,,,,,,,,,,,,,,,,,,,73.8,2.4,2.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 317,130.2458333,-23.4563889,12.0,,6.41,5.9,5.59,15.1,0.22,0.22,0.36,0.2,0.2,0.42,0.05,0.05,,,,M3.5,,,,3510.0,50.0,50.0,,,
GJ 328 b,GJ 328,b,Radial Velocity,0,1,4100.0,300.0,-300.0,0.0,1,4.5,0.2,-0.2,0.0,1,0.37,0.05,-0.05,0.0,1,,,,,0,2.3,0.13,-0.13,0.0,1,Msini,,,,,0,,,,,0,0,0,0,08h55m07.62s,+01d32m47.4s,133.781754,5e-06,1.546508,3e-06,4,20.54,0.02,-0.02,0.0,4,9.97,0.009000000000000001,0.0,V (Johnson),9.286,,0.0,3900.0,100.0,-100.0,0.0,3,0.69,0.05,-0.05,0.0,2,,,,,2,0,2014-05-14,McDonald Observatory,,Confirmed,,,,2.3,13.0,13.0,,,,4100.0,300.0,300.0,4.5,0.2,0.2,0.37,0.05,0.05,,,,,2013.0,2014-08-29,,,,2454500.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 328,133.7833,1.54901111,9.98,,,,,19.8,0.8,0.8,0.0,0.15,0.15,0.69,0.05,0.05,,,,K7,,,,3900.0,100.0,100.0,,,
GJ 433 b,GJ 433,b,Radial Velocity,0,3,7.3705,0.0005,-0.0005,0.0,4,0.062,0.002,-0.002,0.0,4,0.04,0.03,-0.03,0.0,4,,,,0.0,0,0.01901,0.00188,-0.00188,0.0,4,Msini,,,,0.0,0,,,,0.0,0,0,0,0,11h35m26.95s,-32d32m23.9s,173.86228899999998,4e-06,-32.539970000000004,3e-06,4,9.07,0.0,-0.0,0.0,5,9.806,0.015,0.0,V (Johnson),8.891,,0.0,,,,0.0,5,0.48,,,0.0,5,,,,0.0,2,0,2020-02-13,La Silla Observatory,,Confirmed,,,,0.018690000000000002,0.00387,0.00488,,,,7.3708,0.0014,0.0009,0.062,0.005,0.005,0.02,0.02,0.1,,,,0.006416,2009.0,2020-01-10,140.0,139.0,216.0,2454287.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.81,0.44,0.51,,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,,,GJ 433,173.8625,-32.54,9.79,,,,,9.04,0.15,0.15,-0.22,,,0.48,,,,,,M1.5,,,,3600.0,,,,,
GJ 436 b,GJ 436,b,Radial Velocity,0,1,2.64388312,5.7e-07,-5.7e-07,0.0,17,0.0291,0.0015,-0.0015,0.0,13,0.13827,0.00018,-0.00018,0.0,11,86.44,0.17,-0.16,0.0,7,0.07,0.006999999999999999,-0.006999999999999999,0.0,14,Mass,0.3720000000000001,0.015,-0.015,0.0,9,1.8,0.29,-0.29,0.0,5,0,0,0,11h42m11.09s,+26d42m23.7s,175.546219,7.000000000000002e-06,26.706570000000006,4e-06,4,9.76,0.01,-0.01,0.0,6,10.67,0.01,0.0,V (Johnson),9.571,,0.0,,,,,11,0.47,0.07,-0.07,0.0,11,0.46,0.02,-0.02,0.0,9,0,2015-02-05,W. M. Keck Observatory,,Confirmed,0.07,0.0052,0.0052,,,,0.38,,,2.64394,9.85041e-05,9.85041e-05,0.02887,0.00095,0.00095,0.1912,0.0571,0.0449,85.8,0.25,0.25,0.00283,2004.0,2019-07-16,354.4,15.3,15.3,2452992.1,,,,,,2454221.61588,0.00011999999999999999,0.00011999999999999999,,,,72.0,24.0,33.0,,,,,,,18.07,1.03,1.03,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"CH4, CO, CO2, H, H2O, Si",GJ 436,175.5458333,26.706388899999997,10.68,,,,,10.2,,,-0.32,0.12,0.12,0.452,0.012,0.012,0.46399999999999997,0.011000000000000001,0.011000000000000001,M2.5,6.0,5.0,5.0,3684.0,55.0,55.0,,,
GJ 504 b,GJ 504,b,Imaging,0,1,,,,,0,43.5,,,0.0,1,,,,,0,,,,,0,4.0,4.5,-1.0,0.0,1,Mass,,,,,0,,,,,0,0,0,0,13h16m46.52s,+09d25m27.0s,199.193817,2e-06,9.424156,1e-06,3,17.54,0.08,-0.08,0.0,5,5.22,,0.0,V (Johnson),5.001,,0.0,6234.0,25.0,-25.0,0.0,5,1.22,0.08,-0.08,0.0,4,,,,,4,0,2014-05-14,Subaru Telescope,510.0,Confirmed,4.0,1.0,4.5,,,,0.96,0.07,0.07,,,,43.5,,,,,,,,,,2013.0,2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,,,,,3.9,Published in a refereed paper,Imaging,Spectrum,Flux,59 Vir b,CH4,GJ 504,199.1958,9.4242,5.22,,,,,17.56,0.08,0.08,0.28,0.03,0.03,1.22,0.08,0.08,,,,GOV,0.16,0.35,0.06,6234.0,25.0,25.0,,,"e Virginis, HR 5011, 59 Virginis"
GJ 581 b,GJ 581,b,Radial Velocity,0,3,5.3686,0.0001,-0.0001,0.0,5,0.04061,3e-05,-3e-05,0.0,5,0.0,0.03,-0.03,0.0,5,,,,,0,0.0497,0.0009,-0.0009,0.0,5,Msini,,,,,0,,,,,0,0,0,0,15h19m26.82s,-07d43m20.2s,229.861771,7.000000000000002e-06,-7.72228,4e-06,4,6.3,0.0,-0.0,0.0,5,10.56,0.011,0.0,V (Johnson),9.411,,0.0,,,,,2,0.31,0.02,-0.02,0.0,3,0.29,,,0.0,3,0,2014-07-09,La Silla Observatory,,Confirmed,,,,0.04782,0.00085,0.0006900000000000001,,,,5.367999999999999,0.001,0.001,0.040999999999999995,0.001,0.001,0.022000000000000002,0.005,0.027000000000000003,,,,0.006601999999999999,2005.0,2019-06-13,118.3,22.9,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 581,229.8583333,-7.722222200000001,10.55,,,,,6.21,0.1,0.1,-0.135,,,0.31,0.02,0.02,0.3,0.01,0.01,M2.5V,8.0,1.0,1.0,3498.0,56.0,56.0,Imaging,,GJ 581
GJ 581 c,GJ 581,c,Radial Velocity,0,3,12.914,0.002,-0.002,0.0,4,0.0721,0.0003,-0.0003,0.0,4,0.0,0.06,-0.06,0.0,4,,,,,0,0.0173,0.0009,-0.0009,0.0,4,Msini,,,,,0,,,,,0,0,0,0,15h19m26.82s,-07d43m20.2s,229.861771,7.000000000000002e-06,-7.72228,4e-06,4,6.3,0.0,-0.0,0.0,5,10.56,0.011,0.0,V (Johnson),9.411,,0.0,,,,,2,0.31,0.02,-0.02,0.0,3,0.29,,,0.0,3,0,2014-07-09,La Silla Observatory,,Confirmed,,,,0.017783,0.000752,0.001214,,,,12.919,0.002,0.003,0.07400000000000001,0.001,0.001,0.087,0.016,0.15,,,,0.011755,2007.0,2019-06-13,148.7,33.0,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 581,229.8583333,-7.722222200000001,10.55,,,,,6.21,0.1,0.1,-0.135,,,0.31,0.02,0.02,0.3,0.01,0.01,M2.5V,8.0,1.0,1.0,3498.0,56.0,56.0,Imaging,,GJ 581
GJ 581 e,GJ 581,e,Radial Velocity,0,3,3.149,0.0002,-0.0002,0.0,4,0.02815,6e-05,-6e-05,0.0,4,0.0,0.06,-0.06,0.0,4,,,,,0,0.0053,0.0006,-0.0006,0.0,4,Msini,,,,,0,,,,,0,0,0,0,15h19m26.82s,-07d43m20.2s,229.861771,7.000000000000002e-06,-7.72228,4e-06,4,6.3,0.0,-0.0,0.0,5,10.56,0.011,0.0,V (Johnson),9.411,,0.0,,,,,2,0.31,0.02,-0.02,0.0,3,0.29,,,0.0,3,0,2014-07-09,La Silla Observatory,,Confirmed,,,,0.005214,0.0005070000000000001,0.0007599999999999999,,,,3.153,0.006,0.001,0.028999999999999998,0.001,0.001,0.125,0.015,0.078,,,,0.004509,2009.0,2019-06-13,77.4,43.6,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,GJ 581,229.8583333,-7.722222200000001,10.55,,,,,6.21,0.1,0.1,-0.135,,,0.31,0.02,0.02,0.3,0.01,0.01,M2.5V,8.0,1.0,1.0,3498.0,56.0,56.0,Imaging,,GJ 581
GJ 649 b,GJ 649,b,Radial Velocity,0,1,598.3,4.2,-4.2,0.0,1,1.135,0.035,-0.035,0.0,1,0.3,0.08,-0.08,0.0,1,,,,,0,0.328,0.032,-0.032,0.0,1,Msini,,,,,0,,,,,0,0,0,0,16h58m08.85s,+25d44m39.0s,254.53688,2e-06,25.74416,3e-06,4,10.38,0.0,-0.0,0.0,5,9.69,0.02,0.0,V (Johnson),8.818999999999997,,0.0,3700.0,60.0,-60.0,0.0,4,0.54,0.05,-0.05,0.0,3,,,,,3,0,2014-05-14,W. M. Keck Observatory,,Confirmed,,,,0.32799999999999996,0.032,0.032,,,,598.3,4.2,4.2,1.135,0.035,0.035,0.3,0.08,0.08,,,,0.109768,2009.0,2016-02-23,352.0,15.0,15.0,12876.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 649,254.5375,25.744166699999997,9.7,,,,,10.34,0.15,0.15,0.08,0.06,0.06,0.54,0.05,0.05,,,,M1.5,,,,3700.0,60.0,60.0,,,
GJ 667 C b,GJ 667 C,b,Radial Velocity,0,5,7.2004,0.0017,-0.0017,0.0,4,0.0505,0.0044,-0.0053,0.0,4,0.13,0.1,-0.11,0.0,4,,,,,0,0.018000000000000002,0.004,-0.004,0.0,4,Msini,,,,,0,,,,,0,0,0,0,17h18m58.82s,-34d59m48.6s,259.745085,1.7e-05,-34.996827,1.7e-05,2,6.8,,,0.0,3,10.22,0.1,0.0,V (Johnson),9.38,,0.0,3350.0,50.0,-50.0,0.0,3,0.33,0.02,-0.02,0.0,2,,,,,0,0,2014-05-14,La Silla Observatory,,Confirmed,,,,0.0176,0.0041,0.0044,,,,7.2004,0.0017,0.0017,0.0505,0.0053,0.0044,0.13,0.11,0.1,,,,0.007368,2009.0,2019-06-13,5.7,360.0,360.0,2454443.1,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2.0,,inf,3600.0,,,,,
GJ 667 C c,GJ 667 C,c,Radial Velocity,0,5,28.14,0.053,-0.065,0.0,4,0.125,0.012,-0.013,0.0,4,0.02,0.15,-0.02,0.0,4,,,,,0,0.012,0.005,-0.004,0.0,3,Msini,,,,,0,,,,,0,0,0,0,17h18m58.82s,-34d59m48.6s,259.745085,1.7e-05,-34.996827,1.7e-05,2,6.8,,,0.0,3,10.22,0.1,0.0,V (Johnson),9.38,,0.0,3350.0,50.0,-50.0,0.0,3,0.33,0.02,-0.02,0.0,2,,,,,0,0,2014-05-14,La Silla Observatory,,Confirmed,,,,0.012,0.0038,0.0047,,,,28.14,0.03,0.03,0.125,0.013000000000000001,0.012,0.02,0.02,0.15,,,,0.018289,2011.0,2019-06-13,292.0,360.0,360.0,2454462.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2.0,,inf,3600.0,,,,,
GJ 667 C e,GJ 667 C,e,Radial Velocity,1,5,62.24,0.55,-0.55,0.0,1,0.213,0.019,-0.022,0.0,1,0.02,0.22,-0.02,0.0,1,,,,,0,0.008,0.005,-0.004,0.0,1,Msini,,,,,0,,,,,0,0,0,0,17h18m58.82s,-34d59m48.6s,259.745085,1.7e-05,-34.996827,1.7e-05,2,6.8,,,0.0,3,10.22,0.1,0.0,V (Johnson),9.38,,0.0,3350.0,50.0,-50.0,0.0,3,0.33,0.02,-0.02,0.0,2,,,,,0,1,2014-05-14,La Silla Observatory,,Confirmed,,,,0.0085,0.0044,0.005,,,,62.24,0.55,0.55,0.213,0.02,0.02,0.02,0.02,0.004,,,,,2013.0,2016-02-23,28.65,360.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2.0,,inf,3600.0,,,,,
GJ 667 C f,GJ 667 C,f,Radial Velocity,1,5,39.026,0.194,-0.211,0.0,1,0.156,0.014,-0.017,0.0,1,0.03,0.16,-0.03,0.0,1,,,,,0,0.008,0.004,-0.004,0.0,1,Msini,,,,,0,,,,,0,0,0,0,17h18m58.82s,-34d59m48.6s,259.745085,1.7e-05,-34.996827,1.7e-05,2,6.8,,,0.0,3,10.22,0.1,0.0,V (Johnson),9.38,,0.0,3350.0,50.0,-50.0,0.0,3,0.33,0.02,-0.02,0.0,2,,,,,0,1,2014-05-14,La Silla Observatory,,Confirmed,,,,0.0085,0.0038,0.0044,,,,39.025999999999996,0.21100000000000002,0.19399999999999998,0.156,0.017,0.013999999999999999,0.03,0.03,0.16,,,,,2013.0,2016-02-23,103.0,360.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 667 C,259.7375,-34.9897222,10.22,,,,,6.84,0.4,0.4,-0.55,,,0.33,,,,,,M1.5V,2.0,,inf,3600.0,,,,,
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,Astrometry,0,1,246.36,1.38,-1.35,0.0,1,0.36,0.01,-0.01,0.0,1,0.345,0.068,-0.064,0.0,1,56.6,1.9,-2.1,0.0,1,28.5,1.9,-1.9,0.0,1,Mass,,,,,0,,,,,0,0,0,0,08h23m03.13s,-49d12m01.3s,125.76305,1.7e-05,-49.20035900000001,1.7e-05,1,20.77,0.08,-0.08,0.0,2,,,,,18.558,,0.0,,,,,0,0.07,0.01,-0.01,0.0,1,,,,,0,0,2014-05-14,Paranal Observatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GJ 86 b,GJ 86,b,Radial Velocity,0,1,15.76491,0.00039,-0.00039,0.0,3,0.11,0.0,0.0,0.0,3,0.04,0.01,-0.01,0.0,3,,,,0.0,0,4.42,0.2,-0.2,0.0,3,Msini,,,,0.0,0,,,,0.0,0,0,0,0,02h10m25.93s,-50d49m25.4s,32.608059000000004,1e-06,-50.823723,1e-06,4,10.79,0.01,-0.01,0.0,6,6.12,,0.0,V (Johnson),5.874,,0.0,5182.0,11.0,-11.0,0.0,6,0.93,0.06,-0.06,0.0,6,0.77,0.01,-0.01,0.0,4,0,2018-09-06,La Silla Observatory,,Confirmed,,,,4.01,,,,,,15.765999999999998,0.04,0.04,0.11,,,0.046,0.004,0.004,,,,0.010092,2000.0,2018-07-24,266.0,,,2451146.7,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GJ 86,32.6080593836,-50.8237272164,6.17,,,,,10.9,,,-0.24,,,0.8,,,0.855,0.005,0.005,K1V,2.03,,,5350.0,,,,,
HAT-P-19 b,HAT-P-19,b,Transit,0,1,4.008778,6e-06,-6e-06,0.0,3,0.0466,0.0008,-0.0008,0.0,2,0.067,0.042,-0.042,0.0,2,88.2,0.4,-0.4,0.0,3,0.292,0.018000000000000002,-0.018000000000000002,0.0,2,Mass,1.132,0.07200000000000001,-0.07200000000000001,0.0,2,0.25,0.04,-0.04,0.0,2,0,0,0,00h38m04.02s,+34d42m41.7s,9.516742,1.7e-05,34.711575,1.7e-05,1,215.0,15.0,-15.0,0.0,2,12.901,,0.0,V (Johnson),12.557,,0.0,4990.0,130.0,-130.0,0.0,3,0.84,0.04,-0.04,0.0,2,0.82,0.05,-0.05,0.0,3,0,2014-05-14,HATNet,1010.0,Confirmed,0.292,0.018000000000000002,0.018000000000000002,,,,1.1320000000000001,0.07200000000000001,0.07200000000000001,4.0087839999999995,7e-07,7e-07,0.0466,0.0008,0.0008,0.067,0.042,0.042,88.51,0.22,0.22,0.000217,2010.0,2015-08-26,256.0,77.0,77.0,,,,,,,2455091.535,0.00015,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-19,9.516666699999998,34.7116667,12.9,,,,,215.0,15.0,15.0,0.23,0.08,0.08,0.8420000000000001,0.042,0.042,0.82,0.048,0.048,K,8.8,5.2,5.2,4990.0,130.0,130.0,,,
HAT-P-20 b,HAT-P-20,b,Transit,0,1,2.875317,4e-06,-4e-06,0.0,5,0.0361,0.0005,-0.0005,0.0,4,0.015,0.005,-0.005,0.0,6,86.8,0.2,-0.2,0.0,3,7.246,0.187,-0.187,0.0,5,Mass,0.867,0.033,-0.033,0.0,4,13.78,1.5,-1.5,0.0,4,0,0,0,07h27m39.95s,+24d20m11.9s,111.916469,1.7e-05,24.33663,1.7e-05,1,70.0,3.0,-3.0,0.0,3,11.339,,0.0,V (Johnson),10.99,,0.0,4595.0,80.0,-80.0,0.0,6,0.76,0.03,-0.03,0.0,5,0.69,0.02,-0.02,0.0,5,0,2014-05-14,HATNet,970.0,Confirmed,7.246,0.187,0.187,,,,0.867,0.033,0.033,2.875317,4e-06,4e-06,0.0361,0.0005,0.0005,0.015,0.0005,0.0005,81.9,0.1,0.1,0.000516,2010.0,2017-02-13,317.0,130.0,130.0,,,,,,,2456708.35626,8.8e-05,8.8e-05,,,,172.0,6.9,6.9,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-20,111.91666670000001,24.3363889,11.34,,,,,70.0,3.0,3.0,0.35,0.08,0.08,0.7559999999999999,0.027999999999999997,0.027999999999999997,0.6940000000000001,0.21,0.21,K7,6.7,3.8,3.8,4595.0,80.0,80.0,,,
HAT-P-21 b,HAT-P-21,b,Transit,0,1,4.12448,7.000000000000002e-06,-7.000000000000002e-06,0.0,3,,,,0.0,2,0.23,0.02,-0.02,0.0,3,87.2,0.7,-0.7,0.0,3,4.87,1.57,-1.57,0.0,3,Mass,1.11,0.16,-0.16,0.0,3,,,,0.0,2,0,0,0,11h25m05.99s,+41d01m40.6s,171.274955,1.9e-05,41.027954,1.7e-05,1,279.48,3.21,-3.21,0.0,2,11.685,,0.0,V (Johnson),11.558,,0.0,5588.0,80.0,-80.0,0.0,4,1.24,0.6,-0.6,0.0,3,1.21,0.17,-0.17,0.0,4,0,2018-04-26,HATNet,,Confirmed,4.063,0.161,0.161,,,,1.024,0.092,0.092,4.124461,7.000000000000001e-06,7.000000000000001e-06,0.0494,0.0007,0.0007,0.228,0.016,0.016,87.2,0.7,0.7,0.000194,2010.0,2014-09-28,300.0,3.0,3.0,,,,,,,2454996.41312,0.0006900000000000001,0.0006900000000000001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-21,171.275,41.0280556,11.46,,,,,254.0,19.0,19.0,0.01,0.08,0.08,0.9470000000000001,0.042,0.042,1.105,0.083,0.083,G3,10.2,2.5,2.5,5588.0,80.0,80.0,,,
HAT-P-22 b,HAT-P-22,b,Transit,0,1,3.21222,9e-06,-9e-06,0.0,5,,,,0.0,4,0.02,0.01,-0.01,0.0,5,86.9,0.55,-0.55,0.0,5,2.47,0.32,-0.32,0.0,6,Mass,1.15,0.19,-0.19,0.0,5,,,,0.0,4,0,0,0,10h22m43.61s,+50d07m42.0s,155.681719,1.7e-05,50.128345,1.7e-05,1,81.96,0.25,-0.25,0.0,3,9.732,,0.0,V (Johnson),9.519,,0.0,5302.0,80.0,-80.0,0.0,7,1.13,0.22,-0.22,0.0,6,1.11,0.05,-0.05,0.0,6,0,2018-04-26,HATNet,,Confirmed,2.147,0.061,0.061,,,,1.08,0.057999999999999996,0.057999999999999996,3.21222,9e-06,9e-06,0.0414,0.0005,0.0005,0.016,0.009000000000000001,0.009000000000000001,73.6,3.7,3.7,0.000505,2010.0,2015-08-20,156.0,66.0,66.0,,,,,,,2456706.5893599996,0.0009,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-22,155.68333330000002,50.1283333,9.73,,,,,82.0,3.0,3.0,0.24,0.08,0.08,0.9159999999999999,0.035,0.035,1.04,0.044000000000000004,0.044000000000000004,G5,12.4,2.6,2.6,5302.0,80.0,80.0,,,
HAT-P-23 b,HAT-P-23,b,Transit,0,1,1.21288,2e-06,-2e-06,0.0,6,,,,0.0,3,0.11,0.04,-0.04,0.0,6,85.1,1.5,-1.5,0.0,5,1.34,0.59,-0.59,0.0,5,Mass,1.09,0.23,-0.23,0.0,5,,,,0.0,3,0,0,0,20h24m29.72s,+16d45m43.7s,306.123854,1.9e-05,16.762152,1.7e-05,1,368.61,4.77,-4.77,0.0,2,12.432,,0.0,V (Johnson),12.174,,0.0,5905.0,80.0,-80.0,0.0,8,0.58,0.38,-0.38,0.0,5,0.96,0.2,-0.2,0.0,6,0,2018-04-26,HATNet,,Confirmed,2.09,0.11,0.11,,,,1.368,0.09,0.09,1.212884,2e-05,2e-05,0.0232,0.0002,0.0002,0.106,0.044000000000000004,0.044000000000000004,85.1,1.5,1.5,5.9e-05,2010.0,2011-05-19,118.0,25.0,25.0,,,,,,,2454852.26464,0.00018,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-23,306.125,16.762222199999997,11.94,,,,,393.0,25.0,25.0,0.16,0.03,0.03,1.13,0.05,0.05,1.29,0.05,0.05,G5,4.0,1.0,1.0,5924.0,30.0,30.0,,,
